date,Industry,Occupation,Both
1976-02-01,0.3877510184909289,0.38941375779238274,0.2733025649967015
1976-03-01,0.3914885491906578,0.4240021836431389,0.3099339598571888
1976-04-01,0.3479094513427423,0.4131149595430668,0.2724900651789406
1976-05-01,0.47053929643048986,0.44616926687881714,0.34764057375220014
1976-06-01,0.40128189076763104,0.4616128633633884,0.2943679378459227
1976-07-01,0.4238107498746378,0.47377200839150413,0.32552859254934113
1976-08-01,0.3936620191237409,0.40934235430474053,0.2821520536558781
1976-09-01,0.4127582310935376,0.45961512234185775,0.3247288053722132
1976-10-01,0.4681284269965867,0.5007298293158301,0.35156931181933804
1976-11-01,0.4610823912836905,0.4321602204650699,0.34345613491360166
1976-12-01,0.4573253500183244,0.4282435547860172,0.3359606624568012
1977-03-01,0.3859138832294901,0.42725422298439325,0.276555741149127
1977-04-01,0.3927102072951352,0.3885942720098401,0.25684980251179396
1977-06-01,0.46333312094577206,0.4456693708909316,0.3287152052338967
1978-01-01,0.48091290124384223,0.45377099536162474,0.3496661726636912
1978-02-01,0.3939919485434513,0.4025875866052042,0.2889273241269881
1978-03-01,0.386407920924612,0.4128275803005717,0.25721839078740927
1978-04-01,0.3908425198309085,0.3802223882392342,0.2808184701296154
1978-05-01,0.4185851599919558,0.4637219129045784,0.3236501502077794
1978-06-01,0.4312158722873847,0.44407133669808024,0.3281997664191131
1978-07-01,0.40930711105544615,0.45026701732864416,0.32353091197932665
1978-08-01,0.3774142947402585,0.3990689538426814,0.2776692461100352
1978-09-01,0.4025571991791521,0.4179945358527892,0.30636877809960644
1978-10-01,0.515497655942289,0.43978441623654024,0.34410819297477757
1978-11-01,0.5252214714449184,0.4909771798457034,0.3845630990466255
1978-12-01,0.47311528176756174,0.5075248577308042,0.34402653209142753
1979-01-01,0.39530199843913244,0.3983714070870438,0.3015932941825158
1979-02-01,0.41941730035879704,0.44510138041230696,0.31991511565589914
1979-03-01,0.45263614473855746,0.4517563088886637,0.34324578603311956
1979-04-01,0.44220841647844933,0.4572096729346489,0.3150321143147777
1979-05-01,0.39667571411688374,0.38324945336710464,0.2679208623347034
1979-06-01,0.469342460831362,0.44473610803990843,0.34607875955873246
1979-07-01,0.44770697588901737,0.4553280665762555,0.30666356775782116
1979-08-01,0.3914800963805569,0.42108850677890086,0.2857602068500593
1979-09-01,0.4055068972985612,0.4231942432456535,0.31198081781344356
1979-10-01,0.4581335923027057,0.46478922258031785,0.3175485085360095
1979-11-01,0.5280967873873988,0.5412894177007439,0.4069771167584703
1979-12-01,0.4319724389840595,0.4641861299878821,0.3439530011085476
1980-01-01,0.45160222730364996,0.39718216490257297,0.29997419996680635
1980-02-01,0.4157308234702623,0.37176468739813184,0.2634609700602723
1980-03-01,0.4156748881955437,0.4354560506907867,0.3001792327860786
1980-04-01,0.4556700608156963,0.46812171815999176,0.3618026380675589
1980-05-01,0.39777482238287143,0.39992967129575474,0.2866850354852219
1980-06-01,0.4251483224669959,0.4306901274383076,0.3151498806801922
1980-07-01,0.3921960834359467,0.41441578710058447,0.2906836641257159
1980-08-01,0.36179829729183216,0.4159332088538954,0.2546850618231872
1980-09-01,0.33798694368328175,0.3530212153628422,0.23691928991904151
1980-10-01,0.4779866152629016,0.4456397530989509,0.33994140923355465
1980-11-01,0.4346937104540384,0.42947464546582526,0.3143801597078833
1980-12-01,0.43448148458801633,0.46568803004107395,0.33397102999418027
1981-01-01,0.42668888823649026,0.44681029820625545,0.3242584336274643
1981-02-01,0.4547168842008521,0.44294674205196116,0.3162788699198993
1981-03-01,0.41877295759916056,0.38615345022606057,0.26575439277852153
1981-04-01,0.4088880128965789,0.420891429756334,0.31894223340867345
1981-05-01,0.4098670562775331,0.4178250915736201,0.30179430506148675
1981-06-01,0.44892230526514293,0.4765901104281023,0.34795763907771465
1981-07-01,0.44755233048478554,0.4558009363224949,0.35032534930539744
1981-08-01,0.40128297831380827,0.45778023742464524,0.2797886903667245
1981-09-01,0.4361359568919561,0.4317496620440679,0.31027312309752886
1981-10-01,0.4347017905853661,0.4680202629603072,0.3238198503527994
1981-11-01,0.4637983591625474,0.4658213255094373,0.3383329587344031
1981-12-01,0.4833601915933047,0.5009470595922393,0.36644652983448944
1982-01-01,0.47973629631783643,0.4906719931210008,0.36348931287871816
1982-02-01,0.321996263879742,0.3517655418342398,0.22516267410287766
1982-03-01,0.36541600624003673,0.382191790167394,0.2735502893243472
1982-04-01,0.36209418573378527,0.38326514230175945,0.257686700962861
1982-05-01,0.42621980387607394,0.4471751965802301,0.30717474144922624
1982-06-01,0.39620065093756784,0.4229676760027967,0.30306851835766935
1982-07-01,0.4019797125869898,0.4621530917540897,0.3124465810643886
1982-08-01,0.39038333681565085,0.40341809152287256,0.26666485601092116
1982-09-01,0.4425677677825255,0.4298845395087211,0.3371469914733345
1982-10-01,0.41974842502724946,0.4293368137865631,0.2965769682284939
1982-11-01,0.4440757519076929,0.46137327366322445,0.3419095195836645
1982-12-01,0.4079766627606823,0.4084324476211899,0.3006063493434939
1983-01-01,0.4298332592269219,0.44337438831522075,0.3073545526072039
1983-02-01,0.3977489338445953,0.410951480065864,0.28653064091649394
1983-03-01,0.43862645631060476,0.41687845801973783,0.30849073627044654
1983-04-01,0.3995282957644334,0.3939349638407683,0.27141670683314667
1983-05-01,0.4174045939346067,0.44299564268993075,0.32481243042118924
1983-06-01,0.4456762263907251,0.4648407322290209,0.3322010206670589
1983-07-01,0.4423560201322533,0.43856413208624107,0.346594124398324
1983-08-01,0.44410154987084066,0.42744271431034436,0.3125906049993031
