date,Industry,Occupation,Both
1976-02-01,0.4730071993743974,0.5312646723198172,0.3736211955411502
1976-03-01,0.49731526513134455,0.5754445765545279,0.4260196289092456
1976-04-01,0.4693509682234548,0.5332584444062034,0.38987131976495504
1976-05-01,0.5655034613087806,0.6108018739076887,0.4737814471471135
1976-06-01,0.5196520291532168,0.5999933623896084,0.419932355153935
1976-07-01,0.5469460164868457,0.6119555599736274,0.4890733010137216
1976-08-01,0.5197540935141195,0.5573909957035004,0.43159846929654117
1976-09-01,0.553429982775091,0.6281063562483361,0.48331687978734705
1976-10-01,0.5904392870455698,0.6729897134519294,0.5388647550358782
1976-11-01,0.5539998639225052,0.5916200984418151,0.4573587677823349
1976-12-01,0.5645198676560682,0.6496420974580556,0.48060130338507384
1977-03-01,0.5134084592853313,0.5843112354495703,0.41931614693725566
1977-04-01,0.5049277223991018,0.5446611904580545,0.3861509279071746
1977-06-01,0.5938057261210774,0.5935244168548641,0.47780223566020524
1978-01-01,0.5994153012539564,0.6133380577612104,0.5015106467254873
1978-02-01,0.4980726535892566,0.5606746208480098,0.4223157766850258
1978-03-01,0.516629051741557,0.6123058367735684,0.4434989120895926
1978-04-01,0.48665077240168936,0.4997231181136484,0.3931867232945744
1978-05-01,0.5618927913939972,0.5942568032262542,0.46458633766286217
1978-06-01,0.5541095168728454,0.5921869336494683,0.47648816139963385
1978-07-01,0.5227388641343799,0.6277862736044691,0.4730280407892947
1978-08-01,0.4893789483482528,0.5523087926508106,0.41775369720673794
1978-09-01,0.5136770195378113,0.5783366007848656,0.42303733125642357
1978-10-01,0.6381515309956869,0.6281256059861934,0.5081130956090653
1978-11-01,0.6552716539692994,0.6551289346708471,0.5521780183199443
1978-12-01,0.5879223551693381,0.6341006131021057,0.49871498537438574
1979-01-01,0.535987484095961,0.5425471829380539,0.433075163849466
1979-02-01,0.5205953009071015,0.576394472555712,0.43505029000971296
1979-03-01,0.5323504915623452,0.6355869703505739,0.4563645108301021
1979-04-01,0.5323405006806986,0.5965748391479362,0.4517485832433007
1979-05-01,0.48260757934341064,0.5709033537011693,0.40205904893715133
1979-06-01,0.5655660277079835,0.6026690124660319,0.47965981614443165
1979-07-01,0.5530837273150481,0.6691959120947965,0.47628658102927346
1979-08-01,0.5482319017022231,0.5566980473353462,0.43544701450681617
1979-09-01,0.5549244995552185,0.5821453982162276,0.48332617136416406
1979-10-01,0.6063048936657333,0.6341348762473593,0.49419910283214213
1979-11-01,0.6542088513606562,0.6949922323940306,0.5699212850986196
1979-12-01,0.5515243545105325,0.5797451836534159,0.4766831490757265
1980-01-01,0.5507005774587954,0.5800403763971247,0.4453308071445733
1980-02-01,0.5359844257915465,0.5450050983655716,0.41347892360537003
1980-03-01,0.5241281929546503,0.5546822320293631,0.42549702447820353
1980-04-01,0.527824509044612,0.6123086333049993,0.4621262036332666
1980-05-01,0.4979023935847502,0.5516249446273116,0.41569701227871586
1980-06-01,0.5088440480939058,0.5794058245900904,0.425440953821543
1980-07-01,0.49231677123223244,0.5790241260296337,0.41976455180423494
1980-08-01,0.48817186639830523,0.5875895875967515,0.3916276794689049
1980-09-01,0.4530563152709398,0.5297513994915422,0.35291792500034186
1980-10-01,0.6164126199450971,0.6248857520984691,0.5133957338138878
1980-11-01,0.5531155708178678,0.6057256565384692,0.4551375030109863
1980-12-01,0.5930415483142513,0.6038950170421321,0.47322147728721053
1981-01-01,0.5585595410980363,0.57952939332912,0.46765033298008696
1981-02-01,0.5535141804189587,0.6011656949981615,0.4602140354126149
1981-03-01,0.516070364530379,0.5348235146342933,0.39040346846067303
1981-04-01,0.48473333221181514,0.5535865848976983,0.4107122187238851
1981-05-01,0.5059768387964491,0.5867650937421287,0.42264025016794843
1981-06-01,0.5487327208046531,0.6316460207306156,0.48117951034780393
1981-07-01,0.5379881551130375,0.5905836528784185,0.47009423973055114
1981-08-01,0.5274436483993464,0.6100783813524154,0.43208909008476026
1981-09-01,0.5406772218479594,0.599507289720243,0.4605757714223843
1981-10-01,0.5690533006109599,0.6278867504465746,0.48258063799606127
1981-11-01,0.5710980869558265,0.6138049579281827,0.4890790717757259
1981-12-01,0.6185962409422108,0.6264719600219771,0.4946329798437886
1982-01-01,0.577990617645125,0.616097187672159,0.4683210808813603
1982-02-01,0.4281852196147951,0.472613834015256,0.3173005167131527
1982-03-01,0.4747330815184393,0.5394513285471826,0.3713957508826534
1982-04-01,0.459180668165254,0.537641270666026,0.37084772450905856
1982-05-01,0.5101196853777904,0.575606116022277,0.414966971330735
1982-06-01,0.48039099423972875,0.5752295339074219,0.4103791539287117
1982-07-01,0.5231544001977589,0.5845943917599212,0.432578548668136
1982-08-01,0.49921512803373325,0.5641360238283625,0.4232980958316025
1982-09-01,0.5364767956673405,0.5930643428858087,0.4744269107914084
1982-10-01,0.5567104166812732,0.5579076055711968,0.45175901899202897
1982-11-01,0.5641186621457766,0.5853720326762644,0.46150688204152596
1982-12-01,0.4790241991525909,0.5479582699693567,0.4073164283704126
1983-01-01,0.5439255861250283,0.618799279129396,0.45155844870126255
1983-02-01,0.49701420628342724,0.5803502934183407,0.4094560132535463
1983-03-01,0.5375694511535569,0.5477139485851213,0.4275987680109106
1983-04-01,0.5208613474574283,0.591376413892263,0.43783876811923894
1983-05-01,0.5105963775093095,0.5843824296421019,0.42480773671521266
1983-06-01,0.5406586992802711,0.6097421483979786,0.4599526618213379
1983-07-01,0.5363316293943379,0.6057427897942805,0.46273463652607294
1983-08-01,0.5551973624664683,0.6246320767595703,0.4534006791238456
